,FIPS Code,State,Area name,"Bachelor's degree or higher, 1990","Bachelor's degree or higher, 2000","Bachelor's degree or higher, 2013-17"
1440,28013,MS,Calhoun County,773.0,1022.0,1113.0
1441,28015,MS,Carroll County,597.0,777.0,1171.0
1442,28017,MS,Chickasaw County,1037.0,1151.0,1333.0
1443,28019,MS,Choctaw County,602.0,692.0,1005.0
1444,28021,MS,Claiborne County,875.0,1126.0,998.0
1445,28023,MS,Clarke County,872.0,1113.0,1474.0
1446,28025,MS,Clay County,1582.0,1962.0,2596.0
1447,28027,MS,Coahoma County,2577.0,2814.0,2524.0
1448,28029,MS,Copiah County,1502.0,2018.0,2512.0
1449,28031,MS,Covington County,835.0,1359.0,2029.0
1450,28033,MS,DeSoto County,3925.0,9790.0,26374.0
1451,28035,MS,Forrest County,7672.0,9482.0,12454.0
1452,28037,MS,Franklin County,388.0,566.0,877.0
1453,28039,MS,George County,818.0,1083.0,1813.0
1454,28041,MS,Greene County,369.0,665.0,863.0
1455,28043,MS,Grenada County,1432.0,1983.0,2592.0
1456,28045,MS,Hancock County,2911.0,4978.0,6805.0
1457,28047,MS,Harrison County,16288.0,21913.0,29153.0
1458,28049,MS,Hinds County,40413.0,40868.0,44130.0
1459,28051,MS,Holmes County,1131.0,1346.0,1195.0
1460,28053,MS,Humphreys County,686.0,740.0,753.0
1461,28055,MS,Issaquena County,62.0,98.0,63.0
1462,28057,MS,Itawamba County,862.0,1308.0,2028.0
1463,28059,MS,Jackson County,10071.0,13627.0,19736.0
1464,28061,MS,Jasper County,1006.0,1102.0,1568.0
1465,28063,MS,Jefferson County,489.0,615.0,630.0
1466,28065,MS,Jefferson Davis County,737.0,896.0,1215.0
1467,28067,MS,Jones County,4771.0,5805.0,8251.0
1468,28069,MS,Kemper County,487.0,670.0,906.0
1469,28071,MS,Lafayette County,4784.0,6422.0,12580.0
1470,28073,MS,Lamar County,3794.0,6404.0,14121.0
1471,28075,MS,Lauderdale County,6168.0,8009.0,10464.0
1472,28077,MS,Lawrence County,696.0,1005.0,1165.0
1473,28079,MS,Leake County,1059.0,1526.0,1775.0
1474,28081,MS,Lee County,6136.0,8777.0,13096.0
1475,28083,MS,Leflore County,3290.0,3426.0,3248.0
1476,28085,MS,Lincoln County,2216.0,2616.0,3449.0
1477,28087,MS,Lowndes County,6419.0,7691.0,9262.0
1478,28089,MS,Madison County,9439.0,17744.0,31203.0
1479,28091,MS,Marion County,1305.0,1841.0,2223.0
1480,28093,MS,Marshall County,1656.0,1941.0,3217.0
1481,28095,MS,Monroe County,1874.0,2641.0,4065.0
1482,28097,MS,Montgomery County,730.0,859.0,1495.0
1483,28099,MS,Neshoba County,1525.0,2034.0,2615.0
1484,28101,MS,Newton County,1209.0,1658.0,2228.0
1485,28103,MS,Noxubee County,559.0,814.0,922.0
1486,28105,MS,Oktibbeha County,5975.0,7402.0,10676.0
1487,28107,MS,Panola County,1495.0,2233.0,3208.0
1488,28109,MS,Pearl River County,2685.0,4287.0,5568.0
1489,28111,MS,Perry County,454.0,569.0,869.0
1490,28113,MS,Pike County,2845.0,3021.0,4034.0
1491,28115,MS,Pontotoc County,1124.0,1950.0,2980.0
1492,28117,MS,Prentiss County,1208.0,1602.0,2084.0
1493,28119,MS,Quitman County,534.0,626.0,589.0
1494,28121,MS,Rankin County,10540.0,17804.0,29748.0
1495,28123,MS,Scott County,1356.0,1507.0,2335.0
1496,28125,MS,Sharkey County,454.0,467.0,674.0
1497,28127,MS,Simpson County,1288.0,1877.0,2409.0
1498,28129,MS,Smith County,694.0,939.0,1192.0
1499,28131,MS,Stone County,783.0,1027.0,1749.0
1500,28133,MS,Sunflower County,2267.0,2402.0,2560.0
1501,28135,MS,Tallahatchie County,680.0,980.0,1049.0
1502,28137,MS,Tate County,1474.0,1904.0,2963.0
1503,28139,MS,Tippah County,1088.0,1223.0,2081.0
1504,28141,MS,Tishomingo County,783.0,1156.0,1568.0
1505,28143,MS,Tunica County,351.0,479.0,1143.0
1506,28145,MS,Union County,1424.0,2178.0,2750.0
1507,28147,MS,Walthall County,854.0,975.0,1000.0
1508,28149,MS,Warren County,5586.0,6440.0,7250.0
1509,28151,MS,Washington County,5420.0,6042.0,5830.0
1510,28153,MS,Wayne County,1026.0,1228.0,1719.0
1511,28155,MS,Webster County,696.0,876.0,1218.0
1512,28157,MS,Wilkinson County,515.0,650.0,942.0
1513,28159,MS,Winston County,1293.0,1786.0,2031.0
1514,28161,MS,Yalobusha County,758.0,817.0,1194.0
1515,28163,MS,Yazoo County,1791.0,2036.0,2604.0
1516,29000,MO,Missouri,585761.0,784476.0,1155709.0
1517,29001,MO,Adair County,2973.0,3791.0,4166.0
1518,29003,MO,Andrew County,1284.0,2038.0,3026.0
1519,29005,MO,Atchison County,707.0,749.0,916.0
1520,29007,MO,Audrain County,1707.0,2221.0,2417.0
1521,29009,MO,Barry County,1572.0,2403.0,3115.0
1522,29011,MO,Barton County,618.0,854.0,1408.0
1523,29013,MO,Bates County,847.0,1111.0,1678.0
1524,29015,MO,Benton County,773.0,1115.0,1690.0
1525,29017,MO,Bollinger County,479.0,549.0,817.0
1526,29019,MO,Boone County,22789.0,32517.0,47549.0
1527,29021,MO,Buchanan County,7234.0,9377.0,12015.0
1528,29023,MO,Butler County,2202.0,3207.0,4674.0
1529,29025,MO,Caldwell County,451.0,692.0,1082.0
1530,29027,MO,Callaway County,2856.0,4258.0,6541.0
1531,29029,MO,Camden County,2453.0,4842.0,7401.0
1532,29031,MO,Cape Girardeau County,7247.0,10515.0,14932.0
1533,29033,MO,Carroll County,841.0,975.0,1057.0
1534,29035,MO,Carter County,313.0,428.0,524.0
1535,29037,MO,Cass County,5187.0,9334.0,17656.0
1536,29039,MO,Cedar County,646.0,949.0,1327.0
1537,29041,MO,Chariton County,646.0,674.0,876.0
1538,29043,MO,Christian County,2556.0,7277.0,15413.0
1539,29045,MO,Clark County,385.0,533.0,626.0
1540,29047,MO,Clay County,19810.0,30047.0,50594.0
1541,29049,MO,Clinton County,1101.0,1818.0,2609.0
1542,29051,MO,Cole County,9183.0,12980.0,16445.0
1543,29053,MO,Cooper County,1058.0,1443.0,2518.0
1544,29055,MO,Crawford County,893.0,1269.0,1885.0
1545,29057,MO,Dade County,455.0,538.0,821.0
1546,29059,MO,Dallas County,538.0,976.0,1377.0
1547,29061,MO,Daviess County,462.0,623.0,957.0
1548,29063,MO,DeKalb County,566.0,879.0,1365.0
1549,29065,MO,Dent County,712.0,1023.0,1414.0
1550,29067,MO,Douglas County,590.0,872.0,907.0
1551,29069,MO,Dunklin County,1732.0,1989.0,2614.0
1552,29071,MO,Franklin County,4648.0,7721.0,14311.0
1553,29073,MO,Gasconade County,762.0,1096.0,1816.0
1554,29075,MO,Gentry County,485.0,669.0,903.0
1555,29077,MO,Greene County,26902.0,37232.0,56813.0
1556,29079,MO,Grundy County,740.0,891.0,1220.0
1557,29081,MO,Harrison County,496.0,566.0,859.0
1558,29083,MO,Henry County,1402.0,1757.0,2470.0
1559,29085,MO,Hickory County,356.0,514.0,716.0
1560,29087,MO,Holt County,496.0,436.0,729.0
1561,29089,MO,Howard County,1036.0,1148.0,1679.0
1562,29091,MO,Howell County,1795.0,2678.0,4178.0
1563,29093,MO,Iron County,476.0,604.0,865.0
1564,29095,MO,Jackson County,82214.0,100132.0,140179.0
1565,29097,MO,Jasper County,7855.0,10912.0,17518.0
1566,29099,MO,Jefferson County,9332.0,15290.0,30072.0
1567,29101,MO,Johnson County,4761.0,6167.0,8775.0
1568,29103,MO,Knox County,253.0,383.0,428.0
1569,29105,MO,Laclede County,1392.0,2390.0,3298.0
1570,29107,MO,Lafayette County,2321.0,3026.0,4127.0
1571,29109,MO,Lawrence County,1903.0,2777.0,4059.0
1572,29111,MO,Lewis County,660.0,849.0,941.0
1573,29113,MO,Lincoln County,1430.0,2325.0,5622.0
1574,29115,MO,Linn County,1006.0,1002.0,1244.0
1575,29117,MO,Livingston County,1233.0,1305.0,2005.0
1576,29119,MO,McDonald County,716.0,942.0,1902.0
1577,29121,MO,Macon County,1193.0,1397.0,1612.0
1578,29123,MO,Madison County,495.0,620.0,1066.0
1579,29125,MO,Maries County,436.0,656.0,862.0
1580,29127,MO,Marion County,2310.0,2856.0,4033.0
1581,29129,MO,Mercer County,220.0,322.0,437.0
1582,29131,MO,Miller County,990.0,1748.0,2727.0
1583,29133,MO,Mississippi County,651.0,838.0,1114.0
1584,29135,MO,Moniteau County,686.0,1270.0,1884.0
1585,29137,MO,Monroe County,482.0,590.0,888.0
1586,29139,MO,Montgomery County,586.0,809.0,1054.0
1587,29141,MO,Morgan County,776.0,1445.0,1809.0
1588,29143,MO,New Madrid County,874.0,1235.0,1568.0
1589,29145,MO,Newton County,3448.0,5524.0,7581.0
1590,29147,MO,Nodaway County,2067.0,2866.0,3369.0
1591,29149,MO,Oregon County,504.0,652.0,973.0
1592,29151,MO,Osage County,526.0,868.0,1733.0
1593,29153,MO,Ozark County,483.0,566.0,946.0
1594,29155,MO,Pemiscot County,897.0,1022.0,1347.0
1595,29157,MO,Perry County,683.0,1175.0,2123.0
1596,29159,MO,Pettis County,2894.0,3794.0,4965.0
1597,29161,MO,Phelps County,3906.0,5192.0,7981.0
1598,29163,MO,Pike County,1105.0,1251.0,1983.0
1599,29165,MO,Platte County,9593.0,16230.0,27267.0
1600,29167,MO,Polk County,1603.0,2435.0,4056.0
1601,29169,MO,Pulaski County,2852.0,4331.0,7541.0
1602,29171,MO,Putnam County,313.0,407.0,623.0
1603,29173,MO,Ralls County,435.0,802.0,958.0
1604,29175,MO,Randolph County,1722.0,1928.0,2505.0
1605,29177,MO,Ray County,1182.0,1644.0,2270.0
1606,29179,MO,Reynolds County,288.0,348.0,452.0
1607,29181,MO,Ripley County,487.0,708.0,1148.0
1608,29183,MO,St. Charles County,27547.0,47006.0,96078.0
1609,29185,MO,St. Clair County,467.0,619.0,954.0
1610,29186,MO,Ste. Genevieve County,757.0,957.0,1954.0
1611,29187,MO,St. Francois County,2919.0,3810.0,6149.0
1612,29189,MO,St. Louis County,193308.0,239729.0,294837.0
1613,29195,MO,Saline County,1818.0,2397.0,2833.0
1614,29197,MO,Schuyler County,231.0,333.0,407.0
1615,29199,MO,Scotland County,279.0,356.0,393.0
1616,29201,MO,Scott County,2337.0,2742.0,3590.0
1617,29203,MO,Shannon County,297.0,422.0,829.0
1618,29205,MO,Shelby County,381.0,574.0,659.0
1619,29207,MO,Stoddard County,1572.0,2030.0,2918.0
1620,29209,MO,Stone County,1513.0,2962.0,4447.0
1621,29211,MO,Sullivan County,303.0,407.0,473.0
1622,29213,MO,Taney County,2526.0,3998.0,6621.0
1623,29215,MO,Texas County,985.0,1690.0,2463.0
1624,29217,MO,Vernon County,1607.0,1872.0,2395.0
1625,29219,MO,Warren County,1133.0,1793.0,4310.0
1626,29221,MO,Washington County,710.0,1111.0,1540.0
1627,29223,MO,Wayne County,461.0,637.0,1161.0
1628,29225,MO,Webster County,1265.0,2154.0,3829.0
1629,29227,MO,Worth County,149.0,186.0,284.0
1630,29229,MO,Wright County,796.0,1146.0,1461.0
1631,29510,MO,St. Louis city,39177.0,42338.0,75108.0
1632,30000,MT,Montana,100521.0,142961.0,216308.0
1633,30001,MT,Beaverhead County,1057.0,1536.0,2102.0
1634,30003,MT,Big Horn County,789.0,1008.0,1330.0
1635,30005,MT,Blaine County,570.0,721.0,832.0
1636,30007,MT,Broadwater County,294.0,460.0,1203.0
1637,30009,MT,Carbon County,1079.0,1560.0,2487.0
1638,30011,MT,Carter County,111.0,129.0,162.0
1639,30013,MT,Cascade County,9047.0,11239.0,15114.0
1640,30015,MT,Chouteau County,610.0,788.0,996.0
1641,30017,MT,Custer County,1224.0,1471.0,1862.0
1642,30019,MT,Daniels County,182.0,207.0,298.0
1643,30021,MT,Dawson County,819.0,929.0,1278.0
1644,30023,MT,Deer Lodge County,808.0,971.0,1162.0
1645,30025,MT,Fallon County,214.0,279.0,312.0
1646,30027,MT,Fergus County,1186.0,1583.0,2447.0
1647,30029,MT,Flathead County,6649.0,11137.0,19691.0
1648,30031,MT,Gallatin County,9895.0,16593.0,31156.0
1649,30033,MT,Garfield County,90.0,146.0,132.0
1650,30035,MT,Glacier County,971.0,1218.0,1461.0
1651,30037,MT,Golden Valley County,89.0,114.0,118.0
1652,30039,MT,Granite County,292.0,439.0,600.0
1653,30041,MT,Hill County,1928.0,2007.0,2429.0
1654,30043,MT,Jefferson County,1070.0,1858.0,2773.0
1655,30045,MT,Judith Basin County,313.0,376.0,434.0
1656,30047,MT,Lake County,2069.0,3766.0,5231.0
1657,30049,MT,Lewis and Clark County,8451.0,11587.0,17443.0
1658,30051,MT,Liberty County,247.0,259.0,270.0
1659,30053,MT,Lincoln County,1407.0,1778.0,2970.0
1660,30055,MT,McCone County,212.0,225.0,214.0
1661,30057,MT,Madison County,805.0,1262.0,1889.0
1662,30059,MT,Meagher County,178.0,250.0,273.0
1663,30061,MT,Mineral County,288.0,332.0,470.0
1664,30063,MT,Missoula County,13374.0,19450.0,32154.0
1665,30065,MT,Musselshell County,323.0,531.0,516.0
1666,30067,MT,Park County,1948.0,2542.0,4097.0
1667,30069,MT,Petroleum County,59.0,58.0,93.0
1668,30071,MT,Phillips County,430.0,529.0,516.0
1669,30073,MT,Pondera County,612.0,812.0,908.0
1670,30075,MT,Powder River County,211.0,203.0,314.0
1671,30077,MT,Powell County,744.0,666.0,962.0
1672,30079,MT,Prairie County,131.0,135.0,197.0
1673,30081,MT,Ravalli County,3028.0,5528.0,8042.0
1674,30083,MT,Richland County,892.0,1100.0,1485.0
1675,30085,MT,Roosevelt County,712.0,954.0,996.0
1676,30087,MT,Rosebud County,790.0,976.0,1097.0
1677,30089,MT,Sanders County,841.0,1126.0,1506.0
1678,30091,MT,Sheridan County,385.0,539.0,538.0
1679,30093,MT,Silver Bow County,4017.0,5012.0,6026.0
1680,30095,MT,Stillwater County,735.0,1005.0,1677.0
1681,30097,MT,Sweet Grass County,436.0,586.0,676.0
1682,30099,MT,Teton County,727.0,894.0,990.0
1683,30101,MT,Toole County,462.0,598.0,537.0
1684,30103,MT,Treasure County,75.0,105.0,133.0
1685,30105,MT,Valley County,725.0,841.0,1121.0
1686,30107,MT,Wheatland County,158.0,203.0,247.0
1687,30109,MT,Wibaux County,87.0,118.0,184.0
1688,30111,MT,Yellowstone County,15675.0,22222.0,32157.0
1689,30113,MT,Yellowstone National Park,0.0,,
1690,31000,NE,Nebraska,188662.0,258140.0,377452.0
1691,31001,NE,Adams County,2993.0,3936.0,4798.0
1692,31003,NE,Antelope County,506.0,708.0,835.0
1693,31005,NE,Arthur County,44.0,48.0,79.0
1694,31007,NE,Banner County,67.0,108.0,90.0
1695,31009,NE,Blaine County,71.0,50.0,86.0
1696,31011,NE,Boone County,410.0,541.0,735.0
1697,31013,NE,Box Butte County,1064.0,1202.0,1307.0
1698,31015,NE,Boyd County,194.0,217.0,306.0
1699,31017,NE,Brown County,281.0,427.0,418.0
1700,31019,NE,Buffalo County,4906.0,7307.0,10018.0
1701,31021,NE,Burt County,730.0,763.0,892.0
1702,31023,NE,Butler County,456.0,778.0,1040.0
1703,31025,NE,Cass County,1833.0,2972.0,4657.0
1704,31027,NE,Cedar County,654.0,804.0,1067.0
1705,31029,NE,Chase County,436.0,462.0,524.0
1706,31031,NE,Cherry County,550.0,797.0,831.0
1707,31033,NE,Cheyenne County,940.0,1099.0,1816.0
1708,31035,NE,Clay County,559.0,757.0,766.0
1709,31037,NE,Colfax County,512.0,753.0,939.0
1710,31039,NE,Cuming County,791.0,833.0,1297.0
1711,31041,NE,Custer County,897.0,1292.0,1637.0
1712,31043,NE,Dakota County,1188.0,1498.0,1586.0
1713,31045,NE,Dawes County,1179.0,1425.0,1997.0
1714,31047,NE,Dawson County,1598.0,2184.0,2415.0
1715,31049,NE,Deuel County,198.0,264.0,247.0
1716,31051,NE,Dixon County,442.0,585.0,732.0
1717,31053,NE,Dodge County,3032.0,3576.0,4677.0
1718,31055,NE,Douglas County,65087.0,89712.0,135382.0
1719,31057,NE,Dundy County,232.0,273.0,288.0
1720,31059,NE,Fillmore County,580.0,714.0,777.0
1721,31061,NE,Franklin County,336.0,401.0,448.0
1722,31063,NE,Frontier County,215.0,348.0,349.0
1723,31065,NE,Furnas County,480.0,607.0,619.0
1724,31067,NE,Gage County,1765.0,2423.0,3123.0
1725,31069,NE,Garden County,244.0,239.0,365.0
1726,31071,NE,Garfield County,191.0,184.0,275.0
1727,31073,NE,Gosper County,190.0,267.0,357.0
1728,31075,NE,Grant County,74.0,122.0,111.0
1729,31077,NE,Greeley County,223.0,244.0,294.0
1730,31079,NE,Hall County,4509.0,5481.0,7751.0
1731,31081,NE,Hamilton County,750.0,1142.0,1596.0
1732,31083,NE,Harlan County,350.0,410.0,467.0
1733,31085,NE,Hayes County,90.0,84.0,120.0
1734,31087,NE,Hitchcock County,300.0,301.0,358.0
1735,31089,NE,Holt County,1029.0,1120.0,1500.0
1736,31091,NE,Hooker County,76.0,88.0,138.0
1737,31093,NE,Howard County,340.0,616.0,890.0
1738,31095,NE,Jefferson County,775.0,844.0,770.0
1739,31097,NE,Johnson County,281.0,463.0,648.0
1740,31099,NE,Kearney County,793.0,979.0,1002.0
1741,31101,NE,Keith County,745.0,1026.0,1324.0
1742,31103,NE,Keya Paha County,58.0,107.0,110.0
1743,31105,NE,Kimball County,358.0,385.0,456.0
1744,31107,NE,Knox County,579.0,930.0,1229.0
1745,31109,NE,Lancaster County,35684.0,49743.0,71639.0
1746,31111,NE,Lincoln County,2937.0,3694.0,5418.0
1747,31113,NE,Logan County,72.0,55.0,136.0
1748,31115,NE,Loup County,46.0,65.0,92.0
1749,31117,NE,McPherson County,33.0,80.0,81.0
1750,31119,NE,Madison County,2704.0,3695.0,4669.0
1751,31121,NE,Merrick County,622.0,811.0,963.0
1752,31123,NE,Morrill County,461.0,512.0,643.0
1753,31125,NE,Nance County,305.0,302.0,461.0
1754,31127,NE,Nemaha County,934.0,1125.0,1278.0
1755,31129,NE,Nuckolls County,406.0,469.0,606.0
1756,31131,NE,Otoe County,1270.0,1878.0,2319.0
1757,31133,NE,Pawnee County,262.0,320.0,316.0
1758,31135,NE,Perkins County,374.0,380.0,478.0
1759,31137,NE,Phelps County,996.0,1339.0,1632.0
1760,31139,NE,Pierce County,457.0,666.0,1094.0
1761,31141,NE,Platte County,2326.0,3431.0,4616.0
1762,31143,NE,Polk County,481.0,523.0,758.0
1763,31145,NE,Red Willow County,1125.0,1136.0,1377.0
1764,31147,NE,Richardson County,807.0,889.0,1138.0
1765,31149,NE,Rock County,135.0,151.0,191.0
1766,31151,NE,Saline County,1030.0,1220.0,1181.0
1767,31153,NE,Sarpy County,14976.0,22325.0,43907.0
1768,31155,NE,Saunders County,1426.0,2206.0,3756.0
1769,31157,NE,Scotts Bluff County,3235.0,4212.0,5369.0
1770,31159,NE,Seward County,1384.0,2258.0,3037.0
1771,31161,NE,Sheridan County,694.0,726.0,966.0
1772,31163,NE,Sherman County,279.0,255.0,404.0
1773,31165,NE,Sioux County,189.0,217.0,242.0
1774,31167,NE,Stanton County,288.0,558.0,713.0
1775,31169,NE,Thayer County,479.0,647.0,766.0
1776,31171,NE,Thomas County,62.0,91.0,133.0
1777,31173,NE,Thurston County,346.0,474.0,613.0
1778,31175,NE,Valley County,409.0,538.0,622.0
1779,31177,NE,Washington County,1630.0,2709.0,4227.0
1780,31179,NE,Wayne County,1017.0,1434.0,1742.0
1781,31181,NE,Webster County,316.0,400.0,573.0
1782,31183,NE,Wheeler County,72.0,86.0,124.0
1783,31185,NE,York County,1212.0,1624.0,2633.0
1784,32000,NV,Nevada,120640.0,237875.0,466121.0
1785,32001,NV,Churchill County,1486.0,2535.0,2990.0
1786,32003,NV,Clark County,67251.0,156083.0,332753.0
1787,32005,NV,Douglas County,3771.0,6780.0,9809.0
1788,32007,NV,Elko County,2598.0,3953.0,5838.0
1789,32009,NV,Esmeralda County,101.0,68.0,137.0
1790,32011,NV,Eureka County,136.0,150.0,171.0
1791,32013,NV,Humboldt County,943.0,1399.0,1670.0
1792,32015,NV,Lander County,383.0,388.0,517.0
1793,32017,NV,Lincoln County,300.0,400.0,792.0
1794,32019,NV,Lyon County,1248.0,2583.0,5471.0
1795,32021,NV,Mineral County,372.0,356.0,461.0
1796,32023,NV,Nye County,1161.0,2343.0,3826.0
1797,32027,NV,Pershing County,191.0,393.0,703.0
1798,32029,NV,Storey County,315.0,456.0,739.0
1799,32031,NV,Washoe County,35125.0,52618.0,90880.0
1800,32033,NV,White Pine County,681.0,731.0,1024.0
1801,32510,NV,Carson City,4578.0,6639.0,8340.0
1802,33000,NH,New Hampshire,173941.0,236104.0,338558.0
1803,33001,NH,Belknap County,6716.0,9140.0,13993.0
1804,33003,NH,Carroll County,5754.0,8346.0,12443.0
1805,33005,NH,Cheshire County,10557.0,12783.0,17139.0
1806,33007,NH,Coos County,2567.0,2799.0,4477.0
1807,33009,NH,Grafton County,12123.0,17247.0,24497.0
1808,33011,NH,Hillsborough County,56957.0,75803.0,103571.0
1809,33013,NH,Merrimack County,19952.0,26573.0,36722.0
1810,33015,NH,Rockingham County,41457.0,59261.0,88360.0
1811,33017,NH,Strafford County,13655.0,18592.0,29174.0
1812,33019,NH,Sullivan County,4203.0,5560.0,8182.0
1813,34000,NJ,New Jersey,1284017.0,1684861.0,2347836.0
1814,34001,NJ,Atlantic County,24600.0,31509.0,49782.0
1815,34003,NJ,Bergen County,185138.0,238381.0,315920.0
1816,34005,NJ,Burlington County,60237.0,81068.0,115295.0
1817,34007,NJ,Camden County,67608.0,79702.0,108300.0
1818,34009,NJ,Cape May County,11364.0,16048.0,21887.0
1819,34011,NJ,Cumberland County,9601.0,11385.0,15013.0
1820,34013,NJ,Essex County,121557.0,141167.0,181918.0
1821,34015,NJ,Gloucester County,26272.0,36178.0,61556.0
1822,34017,NJ,Hudson County,73396.0,103356.0,189467.0
1823,34019,NJ,Hunterdon County,25162.0,34898.0,44921.0
1824,34021,NJ,Mercer County,63240.0,78506.0,103725.0
1825,34023,NJ,Middlesex County,118573.0,165533.0,240684.0
1826,34025,NJ,Monmouth County,104882.0,142842.0,191894.0
1827,34027,NJ,Morris County,104392.0,142770.0,182679.0
1828,34029,NJ,Ocean County,46150.0,69835.0,115279.0
1829,34031,NJ,Passaic County,55117.0,67077.0,90767.0
1830,34033,NJ,Salem County,5044.0,6512.0,9318.0
1831,34035,NJ,Somerset County,64270.0,95044.0,122387.0
1832,34037,NJ,Sussex County,20841.0,25881.0,34751.0
1833,34039,NJ,Union County,84663.0,100224.0,128449.0
1834,34041,NJ,Warren County,11910.0,16945.0,23844.0
1835,35000,NM,New Mexico,188336.0,266149.0,371294.0
1836,35001,NM,Bernalillo County,81819.0,109436.0,153193.0
1837,35003,NM,Catron County,321.0,488.0,764.0
1838,35005,NM,Chaves County,4952.0,6132.0,7819.0
1839,35006,NM,Cibola County,1197.0,1835.0,2227.0
1840,35007,NM,Colfax County,1225.0,1763.0,1889.0
1841,35009,NM,Curry County,3371.0,4032.0,6073.0
1842,35011,NM,De Baca County,178.0,257.0,142.0
1843,35013,NM,Dona Ana County,16476.0,22269.0,35164.0
1844,35015,NM,Eddy County,3286.0,4393.0,5940.0
1845,35017,NM,Grant County,2760.0,4180.0,5445.0
1846,35019,NM,Guadalupe County,156.0,319.0,447.0
1847,35021,NM,Harding County,101.0,110.0,105.0
1848,35023,NM,Hidalgo County,406.0,356.0,448.0
1849,35025,NM,Lea County,3724.0,3875.0,5464.0
1850,35027,NM,Lincoln County,1336.0,3156.0,4345.0
1851,35028,NM,Los Alamos County,6700.0,7755.0,8315.0
1852,35029,NM,Luna County,1290.0,1640.0,2198.0
1853,35031,NM,McKinley County,3428.0,4662.0,4697.0
1854,35033,NM,Mora County,377.0,520.0,387.0
1855,35035,NM,Otero County,4530.0,5880.0,7766.0
1856,35037,NM,Quay County,705.0,954.0,887.0
1857,35039,NM,Rio Arriba County,2057.0,4001.0,4911.0
1858,35041,NM,Roosevelt County,1724.0,2315.0,2694.0
1859,35043,NM,Sandoval County,7332.0,14029.0,28249.0
1860,35045,NM,San Juan County,6238.0,8827.0,11833.0
1861,35047,NM,San Miguel County,2497.0,3923.0,3813.0
1862,35049,NM,Santa Fe County,20980.0,32443.0,44854.0
1863,35051,NM,Sierra County,633.0,1302.0,1669.0
1864,35053,NM,Socorro County,1475.0,2060.0,2140.0
1865,35055,NM,Taos County,2703.0,5312.0,6736.0
1866,35057,NM,Torrance County,689.0,1525.0,1945.0
1867,35059,NM,Union County,327.0,362.0,476.0
1868,35061,NM,Valencia County,3343.0,6038.0,8259.0
1869,36000,NY,New York,2733829.0,3433212.0,4820813.0
1870,36001,NY,Albany County,54173.0,65086.0,83057.0
1871,36003,NY,Allegany County,4526.0,5156.0,6003.0
1872,36005,NY,Bronx County,89761.0,116404.0,179549.0
1873,36007,NY,Broome County,28624.0,30021.0,36408.0
1874,36009,NY,Cattaraugus County,6634.0,8054.0,10068.0
1875,36011,NY,Cayuga County,6840.0,8491.0,12453.0
1876,36013,NY,Chautauqua County,12868.0,15461.0,19146.0
1877,36015,NY,Chemung County,9459.0,11297.0,15110.0
1878,36017,NY,Chenango County,4333.0,4965.0,6445.0
1879,36019,NY,Clinton County,8491.0,9186.0,12054.0
1880,36021,NY,Columbia County,7851.0,9939.0,13775.0
1881,36023,NY,Cortland County,5199.0,5563.0,7857.0
1882,36025,NY,Delaware County,3997.0,5500.0,7132.0
1883,36027,NY,Dutchess County,41753.0,50757.0,70642.0
1884,36029,NY,Erie County,128098.0,156512.0,211356.0
1885,36031,NY,Essex County,3931.0,4990.0,7704.0
1886,36033,NY,Franklin County,3470.0,4477.0,6691.0
1887,36035,NY,Fulton County,4026.0,5043.0,6830.0
1888,36037,NY,Genesee County,5342.0,6533.0,8842.0
1889,36039,NY,Greene County,4025.0,5356.0,7743.0
1890,36041,NY,Hamilton County,565.0,739.0,722.0
1891,36043,NY,Herkimer County,5487.0,6813.0,9108.0
1892,36045,NY,Jefferson County,8814.0,11059.0,15653.0
1893,36047,NY,Kings County,241299.0,339250.0,629290.0
1894,36049,NY,Lewis County,1707.0,2033.0,2986.0
1895,36051,NY,Livingston County,6815.0,7715.0,10113.0
1896,36053,NY,Madison County,7485.0,9455.0,12904.0
1897,36055,NY,Monroe County,120303.0,148953.0,189018.0
1898,36057,NY,Montgomery County,3743.0,4606.0,5818.0
1899,36059,NY,Nassau County,264071.0,321321.0,418103.0
1900,36061,NY,New York County,462289.0,556193.0,764149.0
1901,36063,NY,Niagara County,19606.0,25632.0,35370.0
1902,36065,NY,Oneida County,27089.0,29072.0,38210.0
1903,36067,NY,Onondaga County,72647.0,84601.0,110767.0
1904,36069,NY,Ontario County,11979.0,16430.0,25714.0
1905,36071,NY,Orange County,37062.0,47953.0,70986.0
1906,36073,NY,Orleans County,2853.0,3766.0,4716.0
1907,36075,NY,Oswego County,9250.0,10983.0,14703.0
1908,36077,NY,Otsego County,7298.0,8548.0,11835.0
1909,36079,NY,Putnam County,15233.0,21891.0,27126.0
1910,36081,NY,Queens County,278026.0,366872.0,513306.0
1911,36083,NY,Rensselaer County,19094.0,23793.0,33046.0
1912,36085,NY,Richmond County,50953.0,68114.0,105485.0
1913,36087,NY,Rockland County,55990.0,69000.0,82754.0
1914,36089,NY,St. Lawrence County,9854.0,11526.0,16673.0
1915,36091,NY,Saratoga County,29216.0,41678.0,64735.0
1916,36093,NY,Schenectady County,23056.0,26218.0,32881.0
1917,36095,NY,Schoharie County,2836.0,3586.0,4795.0
1918,36097,NY,Schuyler County,1641.0,1995.0,2909.0
1919,36099,NY,Seneca County,3121.0,3948.0,5096.0
